,word,f1,f2,f3,f4,f5,f6,f7,number_of_letters,chatgpt_score_encoded,fasttext_A_sim,fasttext_B_sim,fasttext_C_sim
5741,әдебиеттану,17,0,1,19,0,78,0,11,3.0,0.29531375,0.34957254,0.36604604
5742,болымсыз,68,0,2,2,4,39,0,8,2.0,0.3684711,0.4383257,0.41416898
5743,бөген,74,0,35,0,0,6,0,5,1.0,0.3223243,0.2922464,0.26982865
5744,бүлдіру,22,5,20,14,18,36,0,7,2.0,0.327657,0.37060305,0.3103965
5745,дару,50,0,5,3,5,52,0,4,1.0,0.29738554,0.3202293,0.27163538
5746,дару,50,0,5,3,5,52,0,4,1.0,0.29738554,0.3202293,0.27163538
5747,дару,7,0,0,0,0,0,0,4,1.0,0.29738554,0.3202293,0.27163538
5748,дару,7,0,0,0,0,0,0,4,1.0,0.29738554,0.3202293,0.27163538
5749,егеменді,24,5,0,12,0,74,1,8,2.0,0.31828374,0.35055068,0.34786105
5750,жауынгерлік,57,0,0,12,2,44,0,11,3.0,0.3517683,0.41381532,0.3615676
5751,жусан,58,0,12,4,2,39,1,5,1.0,0.34065133,0.4171748,0.3971626
5752,жүзді,60,0,12,3,4,36,0,5,1.0,0.32452223,0.31303355,0.32156107
5753,күлгін,103,1,11,0,0,0,0,6,1.0,0.28102344,0.3034205,0.3055113
5754,қаралы,11,0,15,10,12,67,0,6,1.0,0.37009376,0.37278914,0.3354517
5755,қаралы,11,0,15,10,12,67,0,6,1.0,0.37009376,0.37278914,0.3354517
5756,қаралы,2,0,0,3,0,0,0,6,1.0,0.37009376,0.37278914,0.3354517
5757,қаралы,2,0,0,3,0,0,0,6,1.0,0.37009376,0.37278914,0.3354517
5758,қарлұқ,104,0,0,3,0,8,0,6,1.0,0.20602505,0.2382853,0.2588666
5759,құшу,18,0,12,15,13,57,0,4,1.0,-0.08469241,-0.044178434,-0.07326842
5760,мәдениетті,93,0,5,15,2,0,0,10,3.0,0.37119633,0.43907872,0.41277984
5761,механикалық,95,4,1,0,0,15,0,11,3.0,0.38573685,0.41665956,0.377058
5762,орфография,8,7,0,2,0,98,0,10,3.0,0.27421907,0.31237754,0.30915207
5763,пайым,19,0,0,50,0,46,0,5,1.0,0.31874418,0.3752971,0.3708497
5764,сүйемелдеу,19,16,0,9,3,68,0,10,3.0,0.2538354,0.26206192,0.26156327
5765,төбет,36,0,49,12,0,18,0,5,1.0,0.33929878,0.35195458,0.36044315
5766,шахмат,82,0,1,8,1,23,0,6,1.0,0.30996233,0.2821026,0.24729168
5767,шөлдеу,3,0,19,24,12,57,2,6,1.0,0.3283913,0.34439602,0.32655564
5768,ағыл-тегіл,81,0,7,4,2,20,0,10,3.0,0.25091922,0.27025008,0.2476551
5769,әлденеше,36,1,9,13,3,52,0,8,2.0,0.35919848,0.347158,0.36899057
5770,бағбан,38,0,46,1,17,12,0,6,1.0,0.241375,0.20734999,0.11702565
5771,бары,0,3,0,0,55,56,0,4,1.0,0.28500253,0.24568023,0.20767805
5772,бөкей,113,0,0,1,0,0,0,5,1.0,0.29997784,0.34470066,0.39375234
5773,біржола,50,2,19,22,1,20,0,7,2.0,0.30258888,0.33762056,0.34737116
5774,дағдылану,37,1,8,6,4,58,6,9,2.0,0.44540974,0.46032006,0.3938026
5775,динамика,35,10,0,5,0,64,0,8,2.0,0.30592102,0.33592993,0.29885584
5776,ержүрек,66,0,4,15,4,25,2,7,2.0,0.356431,0.38390493,0.32080573
5777,еріткіш,106,0,0,0,7,1,0,7,2.0,0.3076863,0.37069428,0.3171664
5778,жаулық,33,0,4,10,11,56,0,6,1.0,0.29281566,0.36421943,0.36698398
5779,жоғарылау,44,5,1,4,6,54,4,9,2.0,0.30643106,0.33888704,0.34712154
5780,жоғарылау,44,5,1,4,6,54,4,9,2.0,0.30643106,0.33888704,0.34712154
5781,жоғарылау,33,0,0,0,0,3,0,9,2.0,0.30643106,0.33888704,0.34712154
5782,жоғарылау,33,0,0,0,0,3,0,9,2.0,0.30643106,0.33888704,0.34712154
5783,көкейкесті,22,1,0,16,0,75,1,10,3.0,0.36111376,0.41822663,0.40367377
5784,күлімсіреу,7,0,35,12,60,0,1,10,3.0,0.41911516,0.47018293,0.44398755
5785,күнбағыс,34,1,51,3,0,25,0,8,2.0,0.3105628,0.29366302,0.26676607
5786,мінездеме,60,6,0,0,1,47,0,9,2.0,0.3220066,0.36950448,0.29644862
5787,өрмекші,75,0,20,12,2,5,1,7,2.0,0.34822616,0.30996054,0.26130942
5788,өткенде,34,0,60,20,0,0,0,7,2.0,0.3698607,0.30128282,0.2976342
5789,публицистикалық,20,3,0,0,0,91,0,15,4.0,0.3366012,0.41147438,0.4292351
5790,совхоз,25,6,3,17,5,58,0,6,1.0,0.22452864,0.20412008,0.20077817
5791,төбелес,2,0,13,4,18,77,1,7,2.0,0.34060767,0.35220224,0.3577967
5792,төмендік,1,51,0,7,0,55,0,8,2.0,0.40558568,0.45049286,0.47448587
5793,ұдайы,24,6,2,20,0,62,0,5,1.0,0.32530484,0.34911227,0.34565198
5794,ұштастыру,13,3,0,19,0,79,0,9,2.0,0.2765709,0.29525742,0.28141248
5795,холдинг,6,33,0,25,0,50,0,7,2.0,0.24308681,0.29039872,0.29486436
5796,ыңғайлы,37,10,41,2,12,12,6,7,2.0,0.376724,0.3991775,0.35022762
5797,анықтамалық,52,39,0,0,0,22,0,11,3.0,0.3263721,0.384062,0.34222722
5798,анықтамалық,52,39,0,0,0,22,0,11,3.0,0.3263721,0.384062,0.34222722
5799,анықтамалық,0,1,0,1,0,3,0,11,3.0,0.3263721,0.384062,0.34222722
5800,анықтамалық,0,1,0,1,0,3,0,11,3.0,0.3263721,0.384062,0.34222722
5801,бәлкім,32,0,19,55,7,0,0,6,1.0,0.29628757,0.29258296,0.278938
5802,бітік,41,0,2,7,0,63,0,5,1.0,0.33870703,0.35129353,0.31482738
5803,геометрия,105,1,0,4,1,2,2,9,2.0,0.27632862,0.25885975,0.2773978
5804,дәурен,29,0,9,45,10,20,1,6,1.0,0.3452853,0.38375062,0.34960955
5805,егеу,31,0,21,2,0,59,0,4,1.0,0.2078334,0.18296969,0.18081927
5806,егеу,31,0,21,2,0,59,0,4,1.0,0.2078334,0.18296969,0.18081927
5807,егеу,11,0,1,1,0,8,0,4,1.0,0.2078334,0.18296969,0.18081927
5808,егеу,11,0,1,1,0,8,0,4,1.0,0.2078334,0.18296969,0.18081927
5809,ерік-жігер,12,0,0,2,0,99,0,10,3.0,0.329624,0.41318592,0.3582068
5810,жөндету,13,0,8,6,12,74,0,7,2.0,0.37813282,0.36426485,0.35301656
5811,журналистика,21,0,0,34,2,56,0,12,3.0,0.3094649,0.35218725,0.3396195
5812,кернеу,11,0,18,15,5,64,0,6,1.0,0.23290813,0.2709358,0.25638846
5813,кернеу,11,0,18,15,5,64,0,6,1.0,0.23290813,0.2709358,0.25638846
5814,кернеу,37,3,1,1,0,14,0,6,1.0,0.23290813,0.2709358,0.25638846
5815,кернеу,37,3,1,1,0,14,0,6,1.0,0.23290813,0.2709358,0.25638846
5816,қалайша,31,0,46,6,30,0,0,7,2.0,0.35088387,0.33487788,0.31564134
5817,қолтырауын,28,0,1,0,0,84,0,10,3.0,0.3837311,0.3802572,0.33635697
5818,құйыну,4,1,48,3,5,52,0,6,1.0,0.42654032,0.45060575,0.411618
5819,лекция,34,1,3,11,0,64,1,6,1.0,0.22053751,0.23754157,0.20573136
5820,магистраль,16,72,0,5,0,20,0,10,3.0,0.21539919,0.2303326,0.25444785
5821,ойластыру,54,4,17,13,25,0,2,9,2.0,0.3389232,0.36009163,0.33645722
5822,өжет,37,0,3,9,8,56,0,4,1.0,0.22826806,0.25566718,0.2539737
5823,партизан,30,0,0,17,2,64,3,8,2.0,0.26735714,0.29534376,0.28769094
5824,полк,47,0,4,2,14,46,0,4,1.0,0.18330039,0.21270178,0.1349612
5825,тапқырлық,97,1,6,6,3,0,0,9,2.0,0.39593586,0.41964072,0.38005447
5826,титтей,21,0,17,2,5,68,0,6,1.0,0.3083893,0.34595463,0.3870849
5827,түнеу,26,0,20,6,16,45,0,5,1.0,0.3282744,0.30220377,0.20591348
5828,үкіметтік,13,0,0,16,0,84,1,9,2.0,0.3358724,0.39970315,0.35586146
5829,штаб,24,11,1,6,10,61,0,4,1.0,0.19437237,0.21869758,0.20781659
5830,іле-шала,13,5,25,41,14,15,0,8,2.0,0.21067342,0.22124073,0.21525179
5831,ауысым,0,67,0,9,1,35,0,6,1.0,0.30445877,0.2783272,0.17819954
5832,әзірлеуші,12,2,8,2,6,82,0,9,2.0,0.24220172,0.25559354,0.20943181
5833,диалект,31,0,4,24,0,53,0,7,2.0,0.2191962,0.24504934,0.25558257
5834,дыбыстық-әріптік,0,0,0,0,0,112,0,16,4.0,0.44611013,0.47195688,0.49994823
5835,жабдықталу,38,6,1,14,0,53,1,10,3.0,0.2989305,0.33090734,0.3016427
5836,жұп,18,1,12,15,8,58,0,3,0.0,0.32709792,0.28788146,0.22071089
5837,жылжыту,28,9,6,8,0,61,0,7,2.0,0.23714896,0.23963785,0.21844304
5838,кірпік,48,0,27,22,15,0,0,6,1.0,0.37826163,0.32690418,0.3365902
5839,қаңғу,5,0,14,10,9,74,0,5,1.0,0.4938336,0.53065073,0.52189124
5840,қатын-бала,1,0,103,0,0,8,0,10,3.0,0.47096926,0.5036769,0.45614335
5841,қаһарлы,59,0,9,9,1,34,0,7,2.0,0.36578387,0.4054357,0.3558988
5842,қожанасыр,109,0,1,2,0,0,0,9,2.0,0.3540277,0.37151942,0.34395197
5843,мырс,8,0,9,7,0,88,0,4,1.0,0.15930876,0.19576034,0.22936323
5844,мінезді,26,0,14,20,0,52,0,7,2.0,0.35479122,0.41085088,0.4017756
5845,олжа,17,1,37,17,11,29,0,4,1.0,0.3096938,0.36423174,0.29105538
5846,өзектілік,14,6,0,12,0,80,0,9,2.0,0.382822,0.45862558,0.4479806
5847,сағаттық,50,22,1,1,0,38,0,8,2.0,0.34230146,0.31340846,0.27789757
5848,семантика,0,0,0,0,0,112,0,9,2.0,0.23983188,0.32508114,0.36722726
5849,семіру,40,0,24,13,5,30,0,6,1.0,0.31508338,0.29845956,0.24055192
5850,теңсіздік,97,4,0,11,0,0,0,9,2.0,0.3047455,0.34756577,0.35273835
5851,үйлесу,36,11,8,7,3,47,0,6,1.0,0.39797482,0.46362698,0.42716682
5852,фразеология,0,0,0,0,0,112,0,11,3.0,0.28249767,0.34034768,0.32616
5853,хат-хабарлама,0,112,0,0,0,0,0,13,4.0,0.33249795,0.38225374,0.33084178
5854,хикая,34,0,6,8,21,43,0,5,1.0,0.3037929,0.33094612,0.31094
5855,шағала,46,3,18,3,38,4,2,6,1.0,0.29903287,0.30652946,0.3125192
5856,шалдыру,3,0,4,2,2,101,0,7,2.0,0.44825,0.46751168,0.44979036
5857,шамасы,27,0,23,6,0,56,0,6,1.0,0.24365132,0.2387948,0.19178788
5858,шапалақ,24,0,12,8,2,66,0,7,2.0,0.29966792,0.29088292,0.28804204
5859,шұбар,18,0,30,21,2,41,0,5,1.0,0.36247697,0.3911941,0.44967115
5860,шұбар,18,0,30,21,2,41,0,5,1.0,0.36247697,0.3911941,0.44967115
5861,шұбар,1,0,0,0,0,0,0,5,1.0,0.36247697,0.3911941,0.44967115
5862,шұбар,1,0,0,0,0,0,0,5,1.0,0.36247697,0.3911941,0.44967115
5863,шырылдау,7,0,26,8,16,55,1,8,2.0,0.34246552,0.38902867,0.38055402
5864,арпалыс,54,1,18,8,1,29,0,7,2.0,0.37855494,0.4347385,0.38781244
5865,бетпе-бет,32,2,10,1,6,60,0,9,2.0,0.19399786,0.21817334,0.23691197
5866,газдандыру,1,108,0,2,0,0,0,10,3.0,0.37526396,0.4084513,0.35612285
5867,ержету,49,0,17,12,2,31,0,6,1.0,0.4192102,0.42813283,0.37147322
5868,жақындасу,58,1,8,10,13,21,0,9,2.0,0.26408708,0.29299435,0.23348023
5869,кадет,65,0,0,13,8,25,0,5,1.0,0.23133953,0.2705783,0.24657163
5870,келеңсіз,34,9,0,15,1,52,0,8,2.0,0.37092623,0.41809714,0.4259304
5871,кемеңгер,43,0,1,4,1,62,0,8,2.0,0.38646242,0.40344837,0.38039306
5872,қашық,53,9,19,10,3,17,0,5,1.0,0.34544542,0.37309933,0.36138818
5873,қурау,36,0,29,8,5,33,1,5,1.0,0.53695613,0.58712316,0.5678266
5874,минералдық,50,59,0,0,0,2,0,10,3.0,0.34227237,0.402662,0.37771422
5875,мыңдай,23,0,3,37,0,48,0,6,1.0,0.36959472,0.32994035,0.256788
5876,мыртық,108,0,0,0,3,0,0,6,1.0,0.4869998,0.4870624,0.4874842
5877,саясаттанушы,2,0,0,23,3,83,0,12,3.0,0.21039456,0.26774907,0.26247877
5878,сейсенбі,83,0,0,2,1,25,1,8,2.0,0.27470455,0.21791957,0.18465297
5879,сұрасу,37,0,39,35,0,0,0,6,1.0,0.38263845,0.4170838,0.3858072
5880,таз,9,0,18,5,1,78,0,3,0.0,0.21360019,0.15786693,0.19166175
5881,талпыныс,32,1,0,14,2,62,0,8,2.0,0.29750544,0.346404,0.33176908
5882,ұнамды,78,0,3,2,1,27,0,6,1.0,0.36465558,0.41097128,0.3753783
5883,агротехникалық,94,0,0,1,0,15,0,14,4.0,0.2908164,0.3350917,0.29812464
5884,әл-ауқат,9,22,0,17,0,62,0,8,2.0,0.29840633,0.34000137,0.2780674
5885,әмірші,22,0,19,15,35,19,0,6,1.0,0.24865703,0.32547155,0.29083887
5886,әріптестік,8,81,0,21,0,0,0,10,3.0,0.30726328,0.37446046,0.31525454
5887,батылдық,54,3,5,13,1,34,4,8,2.0,0.34522584,0.41278285,0.40363622
5888,бүгу,13,0,25,17,15,40,0,4,1.0,0.119404964,0.111561105,0.13007596
5889,деңгейлік,55,17,0,0,0,38,0,9,2.0,0.34363437,0.36569753,0.35884607
5890,езгі,68,0,0,9,0,33,0,4,1.0,0.24863133,0.31637555,0.34751302
5891,екіжақты,10,1,0,12,0,87,0,8,2.0,0.30295628,0.35932115,0.34949932
5892,индикатор,53,0,0,1,0,56,0,9,2.0,0.22806025,0.27078924,0.19181237
5893,кеңейтілу,11,38,0,7,1,53,0,9,2.0,0.35372967,0.37603563,0.3682346
5894,қадірлі,75,0,15,5,15,0,0,7,2.0,0.428789,0.47981173,0.40582117
5895,қинау,6,0,9,2,23,70,0,5,1.0,0.35714474,0.3556195,0.30488172
5896,қызғаныш,8,0,65,5,7,25,0,8,2.0,0.36380595,0.44100165,0.42371997
5897,медиен,0,0,110,0,0,0,0,6,1.0,0.38467214,0.38657507,0.37588647
5898,саулық,39,1,6,9,12,43,0,6,1.0,0.30395868,0.30555654,0.26397118
5899,таңу,19,2,11,7,6,65,0,4,1.0,0.1476336,0.183021,0.16619612
5900,тәжірибелік,0,48,0,11,0,51,0,11,3.0,0.40796298,0.425356,0.35428733
5901,хлор,109,0,0,0,0,1,0,4,1.0,0.21862233,0.2623724,0.2101293
5902,шатқал,55,3,11,3,12,26,0,6,1.0,0.22961164,0.24431406,0.32321668
5903,шылым,19,0,56,6,6,23,0,5,1.0,0.32529378,0.30856448,0.254028
5904,авиация,24,38,2,10,0,35,0,7,2.0,0.24024077,0.27654588,0.22990975
5905,ағатай,0,0,0,0,37,72,0,6,1.0,0.3559018,0.418452,0.43667373
5906,аудитория,19,0,0,28,0,62,1,9,2.0,0.27282855,0.294821,0.26825178
5907,бәле,15,12,16,17,12,37,0,4,1.0,0.21674302,0.2260234,0.22900651
5908,бәле,15,12,16,17,12,37,0,4,1.0,0.21674302,0.2260234,0.22900651
5909,бәле,6,6,2,1,19,31,0,4,1.0,0.21674302,0.2260234,0.22900651
5910,бәле,6,6,2,1,19,31,0,4,1.0,0.21674302,0.2260234,0.22900651
5911,биші,48,0,6,19,5,31,5,4,1.0,0.30203286,0.27803755,0.24258134
5912,бүркеу,24,3,10,2,7,63,0,6,1.0,0.26719147,0.34116355,0.32719257
5913,былғау,10,0,31,4,13,51,0,6,1.0,0.3757712,0.39843202,0.37004524
5914,генерал-губернатор,99,0,1,9,0,0,0,18,4.0,0.22009993,0.252678,0.26109037
5915,генерал-губернатор,99,0,1,9,0,0,0,18,4.0,0.22009993,0.252678,0.26109037
5916,генерал-губернатор,28,0,1,9,0,36,0,18,4.0,0.22009993,0.252678,0.26109037
5917,генерал-губернатор,28,0,1,9,0,36,0,18,4.0,0.22009993,0.252678,0.26109037
5918,еңбектену,33,0,3,18,0,55,2,9,2.0,0.28990278,0.31310102,0.27764446
5919,жуырда,9,0,5,16,11,68,0,6,1.0,0.25737163,0.2770754,0.25524765
5920,игерілу,40,0,0,0,0,69,0,7,2.0,0.31691006,0.357435,0.3267857
5921,кенже,21,0,25,6,3,54,0,5,1.0,0.22655278,0.20840801,0.23055896
5922,күпі,23,0,6,2,38,40,0,4,1.0,0.2531661,0.29210857,0.32775998
5923,қашқын,13,1,34,6,8,47,0,6,1.0,0.24639364,0.2694191,0.23183246
5924,мыстан,0,1,72,0,14,22,0,6,1.0,0.29639626,0.3168186,0.27227607
5925,радиация,81,0,1,19,0,8,0,8,2.0,0.30659112,0.31604725,0.26029542
5926,рақым,27,0,15,5,14,48,1,5,1.0,0.26143432,0.31574574,0.22496694
5927,сонсоң,1,0,27,3,1,77,0,6,1.0,0.14526878,0.09779849,0.07597156
5928,сыни,50,0,0,4,0,55,0,4,1.0,0.3030168,0.33978724,0.36512613
5929,тәтей,2,0,101,2,0,4,0,5,1.0,0.13633524,0.13059913,0.10245923
5930,тұтау,86,0,1,22,0,0,0,5,1.0,0.45252684,0.5161116,0.49507535
5931,түрікмен,48,0,4,9,0,48,0,8,2.0,0.24964643,0.26757336,0.3073406
5932,уәли,33,0,0,0,52,24,0,4,1.0,0.059204534,0.093939185,0.06083997
5933,файл,39,48,0,5,1,16,0,4,1.0,0.24026926,0.274648,0.24058421
5934,хабарландыру,29,8,24,9,0,39,0,12,3.0,0.27207178,0.2736272,0.24310881
5935,хабарландыру,29,8,24,9,0,39,0,12,3.0,0.27207178,0.2736272,0.24310881
5936,хабарландыру,7,1,1,0,0,59,0,12,3.0,0.27207178,0.2736272,0.24310881
5937,хабарландыру,7,1,1,0,0,59,0,12,3.0,0.27207178,0.2736272,0.24310881
5938,шалқу,44,0,3,15,3,44,0,5,1.0,0.45685545,0.5385045,0.5609735
5939,шот,9,15,1,16,11,57,0,3,0.0,0.23640223,0.24216482,0.17797883
5940,шыдам,56,0,19,3,25,6,8,5,1.0,0.29286245,0.35721275,0.3260633
5941,айдалу,0,4,0,0,12,92,0,6,1.0,0.44975066,0.45720744,0.40818098
5942,алмұрт,85,0,15,7,1,0,0,6,1.0,0.31850782,0.29201058,0.27712435
5943,аттау,0,4,5,65,17,17,2,5,1.0,0.36629757,0.3772883,0.36409658
5944,ауқатты,57,0,2,10,0,39,0,7,2.0,0.32305682,0.3187582,0.27773166
5945,әдемілік,88,0,14,6,0,0,4,8,2.0,0.36314043,0.41051394,0.3786735
5946,әкімдік,7,4,0,56,41,0,0,7,2.0,0.30620366,0.3471637,0.3215333
5947,бағынышты,48,8,1,0,1,50,0,9,2.0,0.32730168,0.38951316,0.3552883
5948,банкрот,9,10,1,2,5,81,0,7,2.0,0.19685325,0.22420311,0.22252634
5949,бар-жоғы,7,6,0,1,19,75,2,8,2.0,0.3290959,0.26615825,0.21480493
5950,бар-жоғы,7,6,0,1,19,75,2,8,2.0,0.3290959,0.26615825,0.21480493
5951,бар-жоғы,9,9,1,19,0,11,0,8,2.0,0.3290959,0.26615825,0.21480493
5952,бар-жоғы,9,9,1,19,0,11,0,8,2.0,0.3290959,0.26615825,0.21480493
5953,баурау,31,0,15,23,2,37,1,6,1.0,0.2603352,0.29963347,0.33867797
5954,бұғу,18,0,16,4,9,61,0,4,1.0,-0.25112486,-0.25635606,-0.21973644
5955,дара-дара,1,0,0,0,0,107,0,9,2.0,0.5193708,0.60416245,0.59408355
5956,дәретхана,7,1,2,1,4,93,0,9,2.0,0.3523041,0.3594168,0.29849836
5957,демекші,1,0,2,0,0,105,0,7,2.0,0.38013572,0.3637066,0.32158628
5958,демократия-диктатура,0,0,0,0,0,108,0,20,4.0,0.47173116,0.57453054,0.54985493
5959,жым-жырт,9,0,17,3,18,61,0,8,2.0,0.28363493,0.31107178,0.3102116
5960,кесел,31,0,12,10,7,48,0,5,1.0,0.31387085,0.33569613,0.32469177
5961,комбинат,41,5,1,8,0,53,0,8,2.0,0.2111707,0.21624896,0.14970216
5962,қалыңмал,83,0,12,3,0,10,0,8,2.0,0.30567455,0.313255,0.2980171
5963,қарбыз,61,0,20,13,6,8,0,6,1.0,0.4264026,0.35702577,0.29601216
5964,құрық,21,1,15,3,8,60,0,5,1.0,0.37185374,0.40888476,0.44743815
5965,мыңжылдық,61,1,0,7,0,39,0,9,2.0,0.34269768,0.30506745,0.28025496
5966,мыңжылдық,61,1,0,7,0,39,0,9,2.0,0.34269768,0.30506745,0.28025496
5967,мыңжылдық,0,0,0,0,0,3,0,9,2.0,0.34269768,0.30506745,0.28025496
5968,мыңжылдық,0,0,0,0,0,3,0,9,2.0,0.34269768,0.30506745,0.28025496
5969,нитрат,107,0,0,0,0,1,0,6,1.0,0.24291328,0.32484433,0.24648106
5970,оңшыл,22,0,0,0,0,86,0,5,1.0,0.08775991,0.14571838,0.1723252
5971,үгіттеу,14,2,0,13,11,68,0,7,2.0,0.2446475,0.2994946,0.252907
5972,шек,41,4,3,6,4,50,1,3,0.0,0.2499226,0.2767725,0.25235072
5973,шек,41,4,3,6,4,50,1,3,0.0,0.2499226,0.2767725,0.25235072
5974,шек,6,0,4,0,1,8,0,3,0.0,0.2499226,0.2767725,0.25235072
5975,шек,6,0,4,0,1,8,0,3,0.0,0.2499226,0.2767725,0.25235072
5976,ақшақар,78,1,6,1,17,4,0,7,2.0,0.47618172,0.46938553,0.40347016
5977,аударту,65,2,1,11,0,28,1,7,2.0,0.28439078,0.3032938,0.24982812
5978,әлдекім,13,0,29,9,10,46,0,7,2.0,0.325678,0.341647,0.3549206
5979,боялу,53,0,17,2,8,27,0,5,1.0,0.16174226,0.1927133,0.17321861
5980,буржуазия,79,0,1,0,0,27,0,9,2.0,0.2199332,0.277673,0.30776286
5981,жирен,10,0,30,7,1,59,0,5,1.0,0.28684488,0.2942637,0.30663046
5982,көмей,22,0,11,16,5,53,0,5,1.0,0.30165675,0.30935335,0.3235091
5983,көршілес,64,25,0,15,3,0,0,8,2.0,0.29073364,0.29464173,0.31429464
5984,күрделену,56,1,0,9,2,39,0,9,2.0,0.38056833,0.41608167,0.40867049
5985,күш-жігер,45,29,1,32,0,0,1,9,2.0,0.33199003,0.37209544,0.33063766
5986,қаржылау,0,0,0,0,0,107,0,8,2.0,0.4211038,0.46934915,0.4236402
5987,қырқылу,8,0,0,2,2,95,0,7,2.0,0.48874584,0.5165961,0.5121686
5988,орыстану,10,0,0,8,0,89,0,8,2.0,0.36910072,0.41654307,0.43473214
5989,өшіргіш,92,0,9,1,0,5,0,7,2.0,0.3649805,0.3825858,0.37762767
5990,рең,51,0,9,11,4,32,0,3,0.0,0.24891095,0.28807387,0.25958484
5991,рулық,69,10,0,9,0,19,0,5,1.0,0.3307883,0.38559413,0.37352502
5992,сарғаю,41,2,13,5,23,23,1,6,1.0,0.25984085,0.27184966,0.24792111
5993,сенімділік,34,14,1,14,0,44,0,10,3.0,0.32527807,0.3774218,0.28307196
5994,солтүстік-шығыс,92,4,0,3,0,8,0,15,4.0,0.24687214,0.24564396,0.26816264
5995,суыну,69,0,4,6,0,28,0,5,1.0,0.38036403,0.40277356,0.4068009
5996,сілтілік,107,0,0,0,0,0,0,8,2.0,0.33950374,0.42276874,0.4016318
5997,тақау,8,0,40,10,13,36,0,5,1.0,0.24553873,0.24878438,0.25216022
5998,тақау,8,0,40,10,13,36,0,5,1.0,0.24553873,0.24878438,0.25216022
5999,тақау,6,0,3,6,3,4,0,5,1.0,0.24553873,0.24878438,0.25216022
6000,тақау,6,0,3,6,3,4,0,5,1.0,0.24553873,0.24878438,0.25216022
6001,тасымалдаушы,21,8,0,4,2,72,0,12,3.0,0.2778989,0.31349605,0.25401092
6002,ұштасу,60,2,3,1,1,40,0,6,1.0,0.2476435,0.33050403,0.3540934
6003,ширек,27,0,4,1,2,73,0,5,1.0,0.259271,0.23611909,0.23791872
6004,айығу,39,0,7,5,9,46,0,5,1.0,0.27395675,0.254932,0.20306675
6005,алыс-беріс,87,2,0,7,0,10,2,10,3.0,0.3784804,0.42425054,0.38598862
6006,белді,50,0,3,4,1,48,0,5,1.0,0.30850574,0.32648224,0.3161051
6007,бөпе,55,0,25,19,1,6,0,4,1.0,0.33791098,0.33298457,0.30457604
6008,бірте,44,4,37,0,3,18,0,5,1.0,0.25163797,0.23597896,0.27279717
6009,гуманист,17,0,0,2,1,86,0,8,2.0,0.20872067,0.28940365,0.26691404
6010,ғайып,7,0,32,7,3,57,0,5,1.0,0.39904228,0.40842652,0.34613138
6011,жарияланым,4,80,0,6,0,16,0,10,3.0,0.3896231,0.4013139,0.3488424
6012,жарылыс,18,0,3,27,7,51,1,7,2.0,0.27995574,0.32117915,0.26278543
6013,жасану,79,0,0,0,23,4,0,6,1.0,0.308399,0.30586094,0.31149882
6014,жәдігер,32,0,1,10,0,63,1,7,2.0,0.3167119,0.36822966,0.30037123
6015,жүзік,44,0,19,6,11,26,0,5,1.0,0.31156927,0.34044605,0.32187957
6016,жүйелену,46,9,0,8,0,43,0,8,2.0,0.4238461,0.48440075,0.44284257
6017,жылқышы,40,0,23,7,4,32,0,7,2.0,0.32506832,0.3411676,0.32230258
6018,керей,75,0,0,31,0,0,0,5,1.0,0.294704,0.32472888,0.37204432
6019,кинофильм,87,0,0,11,0,8,0,9,2.0,0.2800601,0.282212,0.27396187
6020,күйдіру,66,0,12,12,16,0,1,7,2.0,0.3015637,0.32832298,0.30031237
6021,қарама-қайшы,14,1,0,3,0,88,0,12,3.0,0.28549126,0.3644636,0.35724506
6022,қопару,22,1,16,5,3,59,0,6,1.0,0.22840233,0.27670926,0.25974894
6023,құлық,16,0,15,10,1,64,0,5,1.0,0.33563453,0.39166877,0.33897
6024,құмалақ,1,0,66,8,14,17,0,7,2.0,0.37350002,0.34426752,0.2550341
6025,қырау,37,0,13,1,1,54,0,5,1.0,0.38034815,0.37856528,0.40065622
6026,мерт,30,6,7,11,8,44,0,4,1.0,0.2604366,0.26507324,0.21244866
6027,мысқыл,32,0,9,6,9,50,0,6,1.0,0.24566036,0.30729604,0.3548721
6028,прагматика,0,0,0,1,0,105,0,10,3.0,0.2613234,0.35664582,0.35762683
6029,пысу,9,0,8,9,20,60,0,4,1.0,-0.07241045,-0.06354723,-0.0681132
6030,пысу,9,0,8,9,20,60,0,4,1.0,-0.07241045,-0.06354723,-0.0681132
6031,пысу,18,0,2,3,0,17,0,4,1.0,-0.07241045,-0.06354723,-0.0681132
6032,пысу,18,0,2,3,0,17,0,4,1.0,-0.07241045,-0.06354723,-0.0681132
6033,уезд,40,2,0,22,0,42,0,4,1.0,0.1947192,0.19113958,0.18252145
6034,үгіт,23,2,2,2,1,76,0,4,1.0,0.2549516,0.32089853,0.25601092
6035,әкімшілік-аумақтық,20,25,0,0,0,60,0,18,4.0,0.26765135,0.30324328,0.31797102
6036,әттең,10,0,10,13,19,53,0,5,1.0,0.25172985,0.24765213,0.26219445
6037,жақындық,41,2,8,13,3,38,2,8,2.0,0.35513368,0.4352422,0.3635764
6038,жалтақтау,4,0,3,11,5,82,0,9,2.0,0.476302,0.52819794,0.55632627
6039,жарамсыз,26,0,4,8,6,61,0,8,2.0,0.3269211,0.34972742,0.33194777
6040,жүдеу,13,0,22,5,14,51,0,5,1.0,0.37124485,0.384571,0.37818316
